,Comparison,Taxa,Method,Group,LDA,P.unadj,P.adj,Significance
k__Bacteria|p__Firmicutes|p__Bacteria_Firmicutes|c__Bacilli|o__Mycoplasmatales|f__Mycoplasmataceae|g__Ureaplasma,PFU - Water,k__Bacteria|p__Firmicutes|p__Bacteria_Firmicutes|c__Bacilli|o__Mycoplasmatales|f__Mycoplasmataceae|g__Ureaplasma,LEfSe,PFU,1.303579804,1.83E-05,0.000148261,***
k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Mucoromycota|o__Mucoromycotina|f__Mucoromycotina_X|g__Mucoromycotina_XX,PFU - Water,k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Mucoromycota|o__Mucoromycotina|f__Mucoromycotina_X|g__Mucoromycotina_XX,LEfSe,PFU,1.303546809,0.000306985,0.001656247,**
k__Bacteria|p__Elusimicrobiota|p__Bacteria_Elusimicrobiota|c__Lineage IIa,PFU - Water,k__Bacteria|p__Elusimicrobiota|p__Bacteria_Elusimicrobiota|c__Lineage IIa,LEfSe,PFU,1.302001935,0.000182813,0.001069929,**
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Tubulinea|o__Arcellinida|f__Arcellinida_X|g__Pyxidicula,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Tubulinea|o__Arcellinida|f__Arcellinida_X|g__Pyxidicula,LEfSe,PFU,1.30105114,2.81E-05,0.000216745,***
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Tubulinea|o__Arcellinida|f__Arcellinida_X|g__Pyxidicula|s__Pyxidicula_operculata,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Tubulinea|o__Arcellinida|f__Arcellinida_X|g__Pyxidicula|s__Pyxidicula_operculata,LEfSe,PFU,1.30105114,2.81E-05,0.000216745,***
k__Eukaryota|p__Haptophyta|p__Eukaryota_Haptophyta|c__Prymnesiophyceae|o__Prymnesiales|f__Prymnesiaceae,PFU - Water,k__Eukaryota|p__Haptophyta|p__Eukaryota_Haptophyta|c__Prymnesiophyceae|o__Prymnesiales|f__Prymnesiaceae,LEfSe,PFU,1.298948364,6.33E-05,0.000436534,***
k__Eukaryota|p__Haptophyta|p__Eukaryota_Haptophyta|c__Prymnesiophyceae|o__Prymnesiales|f__Prymnesiaceae|g__Prymnesium,PFU - Water,k__Eukaryota|p__Haptophyta|p__Eukaryota_Haptophyta|c__Prymnesiophyceae|o__Prymnesiales|f__Prymnesiaceae|g__Prymnesium,LEfSe,PFU,1.298948364,6.33E-05,0.000436534,***
k__Bacteria|p__Gemmatimonadota|p__Bacteria_Gemmatimonadota|c__S0134 terrestrial group,PFU - Water,k__Bacteria|p__Gemmatimonadota|p__Bacteria_Gemmatimonadota|c__S0134 terrestrial group,LEfSe,PFU,1.295126095,8.38E-05,0.000557164,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Ectothiorhodospirales|f__Acidihalobacteraceae,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Ectothiorhodospirales|f__Acidihalobacteraceae,LEfSe,PFU,1.291075496,0.001221528,0.005273478,**
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Ectothiorhodospirales|f__Acidihalobacteraceae|g__Acidihalobacter,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Ectothiorhodospirales|f__Acidihalobacteraceae|g__Acidihalobacter,LEfSe,PFU,1.291075496,0.001221528,0.005273478,**
k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Filosa-Thecofilosea|o__Cryomonadida|f__Cryothecomonas-lineage,PFU - Water,k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Filosa-Thecofilosea|o__Cryomonadida|f__Cryothecomonas-lineage,LEfSe,PFU,1.289388701,0.001381161,0.005747665,**
k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Filosa-Thecofilosea|o__Cryomonadida|f__Cryothecomonas-lineage|g__Cryothecomonas,PFU - Water,k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Filosa-Thecofilosea|o__Cryomonadida|f__Cryothecomonas-lineage|g__Cryothecomonas,LEfSe,PFU,1.289388701,0.001381161,0.005747665,**
k__Bacteria|p__TA06,PFU - Water,k__Bacteria|p__TA06,LEfSe,PFU,1.287384106,0.000703463,0.003270211,**
k__Bacteria|p__TA06|p__Bacteria_TA06,PFU - Water,k__Bacteria|p__TA06|p__Bacteria_TA06,LEfSe,PFU,1.287384106,0.000703463,0.003270211,**
k__Bacteria|p__Armatimonadota|p__Bacteria_Armatimonadota|c__Fimbriimonadia|o__Fimbriimonadales|f__Fimbriimonadaceae|g__Armatimonadetes bacterium Uphvl-Ar2,PFU - Water,k__Bacteria|p__Armatimonadota|p__Bacteria_Armatimonadota|c__Fimbriimonadia|o__Fimbriimonadales|f__Fimbriimonadaceae|g__Armatimonadetes bacterium Uphvl-Ar2,LEfSe,PFU,1.287225474,1.85E-08,4.83E-07,***
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Amoebophilaceae|g__Candidatus Amoebophilus,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Amoebophilaceae|g__Candidatus Amoebophilus,LEfSe,PFU,1.282914186,0.000315654,0.00169438,**
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Petalomonadida|f__Scytomonadidae|g__Petalomonas,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Petalomonadida|f__Scytomonadidae|g__Petalomonas,LEfSe,PFU,1.279874205,0.000141565,0.000856973,***
k__Eukaryota|p__Streptophyta|p__Eukaryota_Streptophyta|c__Embryophyceae|o__Embryophyceae_X|f__Embryophyceae_XX|g__Brachypodium,PFU - Water,k__Eukaryota|p__Streptophyta|p__Eukaryota_Streptophyta|c__Embryophyceae|o__Embryophyceae_X|f__Embryophyceae_XX|g__Brachypodium,LEfSe,PFU,1.277313757,0.002250954,0.008770959,**
k__Eukaryota|p__Streptophyta|p__Eukaryota_Streptophyta|c__Embryophyceae|o__Embryophyceae_X|f__Embryophyceae_XX|g__Brachypodium|s__Brachypodium_distachyon,PFU - Water,k__Eukaryota|p__Streptophyta|p__Eukaryota_Streptophyta|c__Embryophyceae|o__Embryophyceae_X|f__Embryophyceae_XX|g__Brachypodium|s__Brachypodium_distachyon,LEfSe,PFU,1.277313757,0.002250954,0.008770959,**
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Euglenida_X|f__Anisonemidae,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Euglenida_X|f__Anisonemidae,LEfSe,PFU,1.275761784,0.00131467,0.005565562,**
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Euglenida_X|f__Anisonemidae|g__Anisonema,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Euglenida_X|f__Anisonemidae|g__Anisonema,LEfSe,PFU,1.275761784,0.00131467,0.005565562,**
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Discosea-Flabellinia|o__Vannellida,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Discosea-Flabellinia|o__Vannellida,LEfSe,PFU,1.272739644,0.001134718,0.004990719,**
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Discosea-Flabellinia|o__Vannellida|f__Vannellidae,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Discosea-Flabellinia|o__Vannellida|f__Vannellidae,LEfSe,PFU,1.272739644,0.001134718,0.004990719,**
k__Bacteria|p__Myxococcota|p__Bacteria_Myxococcota|c__Myxococcia|o__Myxococcales|f__Myxococcaceae|g__Aggregicoccus,PFU - Water,k__Bacteria|p__Myxococcota|p__Bacteria_Myxococcota|c__Myxococcia|o__Myxococcales|f__Myxococcaceae|g__Aggregicoccus,LEfSe,Water,1.268223285,0.000521341,0.002610854,**
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Platyhelminthes|o__Trematoda|f__Digenea|g__Prosthodendrium,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Platyhelminthes|o__Trematoda|f__Digenea|g__Prosthodendrium,LEfSe,PFU,1.263237231,0.001933581,0.007697643,**
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Platyhelminthes|o__Trematoda|f__Digenea|g__Prosthodendrium|s__Prosthodendrium_longiforme,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Platyhelminthes|o__Trematoda|f__Digenea|g__Prosthodendrium|s__Prosthodendrium_longiforme,LEfSe,PFU,1.263237231,0.001933581,0.007697643,**
k__Bacteria|p__Dependentiae|p__Bacteria_Dependentiae|c__Babeliae|o__Babeliales|f__UBA12409|g__candidate division TM6 bacterium GW2011_GWF2_32_72,PFU - Water,k__Bacteria|p__Dependentiae|p__Bacteria_Dependentiae|c__Babeliae|o__Babeliales|f__UBA12409|g__candidate division TM6 bacterium GW2011_GWF2_32_72,LEfSe,PFU,1.257828256,0.001136023,0.004991477,**
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cyclobacteriaceae|g__Echinicola,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cyclobacteriaceae|g__Echinicola,LEfSe,PFU,1.25481395,0.000476768,0.002423432,**
k__Bacteria|p__Patescibacteria|p__Bacteria_Patescibacteria|c__Microgenomatia|o__Candidatus Beckwithbacteria,PFU - Water,k__Bacteria|p__Patescibacteria|p__Bacteria_Patescibacteria|c__Microgenomatia|o__Candidatus Beckwithbacteria,LEfSe,PFU,1.253069642,0.000927104,0.00414451,**
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Lobosa_X|o__Himatismenida|f__Cochliopodiidae|g__Cochliopodium|s__Cochliopodium_spiniferum,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Lobosa_X|o__Himatismenida|f__Cochliopodiidae|g__Cochliopodium|s__Cochliopodium_spiniferum,LEfSe,PFU,1.252387993,0.000139429,0.000845203,***
k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Syntrophobacteria|o__Syntrophobacterales|f__Syntrophobacteraceae|g__Desulforhabdus,PFU - Water,k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Syntrophobacteria|o__Syntrophobacterales|f__Syntrophobacteraceae|g__Desulforhabdus,LEfSe,PFU,1.251637604,0.000520113,0.002607668,**
k__Bacteria|p__Planctomycetota|p__Bacteria_Planctomycetota|c__Planctomycetes|o__Gemmatales|f__Gemmataceae|g__Fimbriiglobus,PFU - Water,k__Bacteria|p__Planctomycetota|p__Bacteria_Planctomycetota|c__Planctomycetes|o__Gemmatales|f__Gemmataceae|g__Fimbriiglobus,LEfSe,PFU,1.251326409,8.85E-07,1.15E-05,***
k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__Anaerolineae|o__Caldilineales|f__Caldilineaceae|g__Caldilinea,PFU - Water,k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__Anaerolineae|o__Caldilineales|f__Caldilineaceae|g__Caldilinea,LEfSe,PFU,1.25045872,0.000307047,0.001656247,**
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Acidiferrobacterales|f__Acidiferrobacteraceae|g__Sulfurifustis,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Acidiferrobacterales|f__Acidiferrobacteraceae|g__Sulfurifustis,LEfSe,PFU,1.244501114,3.91E-05,0.00029163,***
k__Eukaryota|p__Heterolobosea|p__Eukaryota_Heterolobosea|c__Heterolobosea|o__Tetramitia_VI|f__Tetramitia_VI_X|g__Parafumarolamoeba,PFU - Water,k__Eukaryota|p__Heterolobosea|p__Eukaryota_Heterolobosea|c__Heterolobosea|o__Tetramitia_VI|f__Tetramitia_VI_X|g__Parafumarolamoeba,LEfSe,PFU,1.240775589,0.002322178,0.009008862,**
k__Eukaryota|p__Heterolobosea|p__Eukaryota_Heterolobosea|c__Heterolobosea|o__Tetramitia_VI|f__Tetramitia_VI_X|g__Parafumarolamoeba|s__Parafumarolamoeba_alta,PFU - Water,k__Eukaryota|p__Heterolobosea|p__Eukaryota_Heterolobosea|c__Heterolobosea|o__Tetramitia_VI|f__Tetramitia_VI_X|g__Parafumarolamoeba|s__Parafumarolamoeba_alta,LEfSe,PFU,1.240775589,0.002322178,0.009008862,**
k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Litostomatea|o__Haptoria_5|f__Pleurostomatida|g__Litonotus,PFU - Water,k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Litostomatea|o__Haptoria_5|f__Pleurostomatida|g__Litonotus,LEfSe,PFU,1.238815996,0.0019915,0.007899677,**
k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Litostomatea|o__Haptoria_5|f__Pleurostomatida|g__Litonotus|s__Litonotus_pictus,PFU - Water,k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Litostomatea|o__Haptoria_5|f__Pleurostomatida|g__Litonotus|s__Litonotus_pictus,LEfSe,PFU,1.238815996,0.0019915,0.007899677,**
k__Bacteria|p__Patescibacteria|p__Bacteria_Patescibacteria|c__Gracilibacteria|o__Candidatus Peregrinibacteria,PFU - Water,k__Bacteria|p__Patescibacteria|p__Bacteria_Patescibacteria|c__Gracilibacteria|o__Candidatus Peregrinibacteria,LEfSe,PFU,1.238232785,0.000185703,0.001085404,**
k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__Dehalococcoidia|o__GIF9,PFU - Water,k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__Dehalococcoidia|o__GIF9,LEfSe,PFU,1.235956083,0.000484254,0.00245196,**
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Discosea-Flabellinia|o__Vannellida|f__Vannellidae|g__Vannella,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Discosea-Flabellinia|o__Vannellida|f__Vannellidae|g__Vannella,LEfSe,PFU,1.231369916,0.00177879,0.007172119,**
k__Bacteria|p__Planctomycetota|p__Bacteria_Planctomycetota|c__Planctomycetes|o__Planctomycetales|f__Rubinisphaeraceae|g__Planctomicrobium,PFU - Water,k__Bacteria|p__Planctomycetota|p__Bacteria_Planctomycetota|c__Planctomycetes|o__Planctomycetales|f__Rubinisphaeraceae|g__Planctomicrobium,LEfSe,PFU,1.231363278,1.12E-06,1.39E-05,***
k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__OLB14,PFU - Water,k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__OLB14,LEfSe,PFU,1.230128038,0.000351587,0.00187357,**
k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__JG30-KF-CM66,PFU - Water,k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__JG30-KF-CM66,LEfSe,PFU,1.22885075,5.58E-05,0.000397024,***
k__Eukaryota|p__Apusozoa_X|p__Eukaryota_Apusozoa_X|c__Apusomonadidae_Group-4|o__Apusomonadidae_Group-4_X|f__Apusomonadidae_Group-4_XX|g__Collodictyon,PFU - Water,k__Eukaryota|p__Apusozoa_X|p__Eukaryota_Apusozoa_X|c__Apusomonadidae_Group-4|o__Apusomonadidae_Group-4_X|f__Apusomonadidae_Group-4_XX|g__Collodictyon,LEfSe,Water,1.227371565,0.001637839,0.00667711,**
k__Eukaryota|p__Apusozoa_X|p__Eukaryota_Apusozoa_X|c__Apusomonadidae_Group-4|o__Apusomonadidae_Group-4_X|f__Apusomonadidae_Group-4_XX|g__Collodictyon|s__Collodictyon_triciliatum,PFU - Water,k__Eukaryota|p__Apusozoa_X|p__Eukaryota_Apusozoa_X|c__Apusomonadidae_Group-4|o__Apusomonadidae_Group-4_X|f__Apusomonadidae_Group-4_XX|g__Collodictyon|s__Collodictyon_triciliatum,LEfSe,Water,1.227371565,0.001637839,0.00667711,**
k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Kickxellomycota,PFU - Water,k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Kickxellomycota,LEfSe,PFU,1.222726332,0.00063461,0.002984766,**
k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Kickxellomycota|o__Kickxellomycotina,PFU - Water,k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Kickxellomycota|o__Kickxellomycotina,LEfSe,PFU,1.222726332,0.00063461,0.002984766,**
k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Kickxellomycota|o__Kickxellomycotina|f__Harpellales,PFU - Water,k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Kickxellomycota|o__Kickxellomycotina|f__Harpellales,LEfSe,PFU,1.222726332,0.00063461,0.002984766,**
k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Kickxellomycota|o__Kickxellomycotina|f__Harpellales|g__Spartiella,PFU - Water,k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Kickxellomycota|o__Kickxellomycotina|f__Harpellales|g__Spartiella,LEfSe,PFU,1.222726332,0.00063461,0.002984766,**
k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Kickxellomycota|o__Kickxellomycotina|f__Harpellales|g__Spartiella|s__Spartiella_cf,PFU - Water,k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Kickxellomycota|o__Kickxellomycotina|f__Harpellales|g__Spartiella|s__Spartiella_cf,LEfSe,PFU,1.222726332,0.00063461,0.002984766,**
k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__SHA-26,PFU - Water,k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__SHA-26,LEfSe,PFU,1.218742276,0.001746311,0.007054071,**
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Kryptonia|o__Kryptoniales|f__MSB-3C8,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Kryptonia|o__Kryptoniales|f__MSB-3C8,LEfSe,PFU,1.208275389,0.000154577,0.000929362,***
k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Phyllopharyngea|o__Cyrtophoria_8,PFU - Water,k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Phyllopharyngea|o__Cyrtophoria_8,LEfSe,PFU,1.206306625,0.000159885,0.000956058,***
k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Phyllopharyngea|o__Cyrtophoria_8|f__Dysteriidae,PFU - Water,k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Phyllopharyngea|o__Cyrtophoria_8|f__Dysteriidae,LEfSe,PFU,1.206306625,0.000159885,0.000956058,***
k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Phyllopharyngea|o__Cyrtophoria_8|f__Dysteriidae|g__Trochilia,PFU - Water,k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Phyllopharyngea|o__Cyrtophoria_8|f__Dysteriidae|g__Trochilia,LEfSe,PFU,1.206306625,0.000159885,0.000956058,***
k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Phyllopharyngea|o__Cyrtophoria_8|f__Dysteriidae|g__Trochilia|s__Trochilia_petrani,PFU - Water,k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Phyllopharyngea|o__Cyrtophoria_8|f__Dysteriidae|g__Trochilia|s__Trochilia_petrani,LEfSe,PFU,1.206306625,0.000159885,0.000956058,***
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Tubulinea|o__Arcellinida|f__Arcellinida_X|g__Cryptodifflugia|s__Cryptodifflugia_oviformis,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Tubulinea|o__Arcellinida|f__Arcellinida_X|g__Cryptodifflugia|s__Cryptodifflugia_oviformis,LEfSe,PFU,1.196624469,0.00177879,0.007172119,**
k__Archaea|p__Euryarchaeota|p__Archaea_Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium,PFU - Water,k__Archaea|p__Euryarchaeota|p__Archaea_Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium,LEfSe,PFU,1.192527593,0.001802186,0.007259812,**
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Petalomonadida|f__Scytomonadidae|g__Petalomonas|s__Petalomonas_sphagnophila,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Petalomonadida|f__Scytomonadidae|g__Petalomonas|s__Petalomonas_sphagnophila,LEfSe,PFU,1.183916533,0.000363561,0.001935038,**
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__MBMPE27,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__MBMPE27,LEfSe,PFU,1.178850148,6.33E-05,0.000436534,***
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Platyhelminthes|o__Monogenea|f__Monopisthocotylea|g__Tetrancistrum,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Platyhelminthes|o__Monogenea|f__Monopisthocotylea|g__Tetrancistrum,LEfSe,PFU,1.17840764,8.33E-05,0.000554322,***
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Platyhelminthes|o__Monogenea|f__Monopisthocotylea|g__Tetrancistrum|s__Tetrancistrum_nebulosi,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Platyhelminthes|o__Monogenea|f__Monopisthocotylea|g__Tetrancistrum|s__Tetrancistrum_nebulosi,LEfSe,PFU,1.17840764,8.33E-05,0.000554322,***
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cyclobacteriaceae|g__Fulvivirga,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cyclobacteriaceae|g__Fulvivirga,LEfSe,PFU,1.177486119,0.001381161,0.005747665,**
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__CHAB-XI-27,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__CHAB-XI-27,LEfSe,PFU,1.176777784,0.000147985,0.00089216,***
k__Eukaryota|p__Apusozoa_X|p__Eukaryota_Apusozoa_X|c__Apusomonadidae_Group-1|o__Apusomonadidae_Group-1_X|f__Apusomonadidae_Group-1_XX|g__Amastigomonas|s__Amastigomonas_mutabilis,PFU - Water,k__Eukaryota|p__Apusozoa_X|p__Eukaryota_Apusozoa_X|c__Apusomonadidae_Group-1|o__Apusomonadidae_Group-1_X|f__Apusomonadidae_Group-1_XX|g__Amastigomonas|s__Amastigomonas_mutabilis,LEfSe,PFU,1.175709413,0.0019915,0.007899677,**
k__Eukaryota|p__Heterolobosea|p__Eukaryota_Heterolobosea|c__Heterolobosea|o__Tetramitia_I|f__Neovahlkampfiidae|g__Neovahlkampfia,PFU - Water,k__Eukaryota|p__Heterolobosea|p__Eukaryota_Heterolobosea|c__Heterolobosea|o__Tetramitia_I|f__Neovahlkampfiidae|g__Neovahlkampfia,LEfSe,PFU,1.174242033,6.33E-05,0.000436534,***
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Discosea-Flabellinia|o__Dactylopodida|f__Vexilliferidae|g__Vexillifera|s__Vexillifera_multispinosa,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Discosea-Flabellinia|o__Dactylopodida|f__Vexilliferidae|g__Vexillifera|s__Vexillifera_multispinosa,LEfSe,PFU,1.173210544,0.000578756,0.002833973,**
k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Verrucomicrobiae|o__Opitutales|f__Puniceicoccaceae,PFU - Water,k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Verrucomicrobiae|o__Opitutales|f__Puniceicoccaceae,LEfSe,PFU,1.17126992,0.000438167,0.002271766,**
k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Verrucomicrobiae|o__Opitutales|f__Puniceicoccaceae|g__Verruc-01,PFU - Water,k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Verrucomicrobiae|o__Opitutales|f__Puniceicoccaceae|g__Verruc-01,LEfSe,PFU,1.17126992,0.000438167,0.002271766,**
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Kinetoplastea|o__Trypanosomatida,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Kinetoplastea|o__Trypanosomatida,LEfSe,PFU,1.153569797,0.000307047,0.001656247,**
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Kinetoplastea|o__Trypanosomatida|f__Trypanosomatidae,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Kinetoplastea|o__Trypanosomatida|f__Trypanosomatidae,LEfSe,PFU,1.153569797,0.000307047,0.001656247,**
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Kinetoplastea|o__Trypanosomatida|f__Trypanosomatidae|g__Zelonia,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Kinetoplastea|o__Trypanosomatida|f__Trypanosomatidae|g__Zelonia,LEfSe,PFU,1.153569797,0.000307047,0.001656247,**
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Kinetoplastea|o__Trypanosomatida|f__Trypanosomatidae|g__Zelonia|s__Zelonia_costaricensis,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Kinetoplastea|o__Trypanosomatida|f__Trypanosomatidae|g__Zelonia|s__Zelonia_costaricensis,LEfSe,PFU,1.153569797,0.000307047,0.001656247,**
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Rhodothermia|o__Rhodothermales|f__Rhodothermaceae|g__Salinibacter,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Rhodothermia|o__Rhodothermales|f__Rhodothermaceae|g__Salinibacter,LEfSe,PFU,1.149024716,0.000454462,0.002338578,**
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Chaetosphaeridium globosum,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Chaetosphaeridium globosum,LEfSe,PFU,1.140561264,0.00063461,0.002984766,**
