,Comparison,Taxa,Method,Group,LDA,P.unadj,P.adj,Significance
k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Centroheliozoa_X|o__Pterocystida|f__Heterophryidae,PFU - Water,k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Centroheliozoa_X|o__Pterocystida|f__Heterophryidae,LEfSe,PFU,1.555824553,0.000675916,0.003155468,**
k__Eukaryota|p__Choanoflagellida|p__Eukaryota_Choanoflagellida|c__Choanoflagellatea|o__Acanthoecida|f__Stephanoecidae_Group_H,PFU - Water,k__Eukaryota|p__Choanoflagellida|p__Eukaryota_Choanoflagellida|c__Choanoflagellatea|o__Acanthoecida|f__Stephanoecidae_Group_H,LEfSe,PFU,1.554750047,0.000578756,0.002833973,**
k__Eukaryota|p__Choanoflagellida|p__Eukaryota_Choanoflagellida|c__Choanoflagellatea|o__Acanthoecida|f__Stephanoecidae_Group_H|g__Stephanoecidae_Group_H_X,PFU - Water,k__Eukaryota|p__Choanoflagellida|p__Eukaryota_Choanoflagellida|c__Choanoflagellatea|o__Acanthoecida|f__Stephanoecidae_Group_H|g__Stephanoecidae_Group_H_X,LEfSe,PFU,1.554750047,0.000578756,0.002833973,**
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Euglenophyceae|f__Euglenaceae|g__Euglenaria,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Euglenophyceae|f__Euglenaceae|g__Euglenaria,LEfSe,PFU,1.549871212,0.000743092,0.003418377,**
k__Bacteria|p__Patescibacteria|p__Bacteria_Patescibacteria|c__WWE3|o__bacterium CG2_30_40_12,PFU - Water,k__Bacteria|p__Patescibacteria|p__Bacteria_Patescibacteria|c__WWE3|o__bacterium CG2_30_40_12,LEfSe,PFU,1.545723092,0.000139429,0.000845203,***
k__Bacteria|p__Patescibacteria|p__Bacteria_Patescibacteria|c__WWE3|o__bacterium CG2_30_40_12|f__bacterium CG2_30_40_12_X,PFU - Water,k__Bacteria|p__Patescibacteria|p__Bacteria_Patescibacteria|c__WWE3|o__bacterium CG2_30_40_12|f__bacterium CG2_30_40_12_X,LEfSe,PFU,1.545723092,0.000139429,0.000845203,***
k__Bacteria|p__Patescibacteria|p__Bacteria_Patescibacteria|c__WWE3|o__bacterium CG2_30_40_12|f__bacterium CG2_30_40_12_X|g__bacterium CG2_30_40_12_XX sp.,PFU - Water,k__Bacteria|p__Patescibacteria|p__Bacteria_Patescibacteria|c__WWE3|o__bacterium CG2_30_40_12|f__bacterium CG2_30_40_12_X|g__bacterium CG2_30_40_12_XX sp.,LEfSe,PFU,1.545723092,0.000139429,0.000845203,***
k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Phyllopharyngea|o__Cyrtophoria_4|f__Chilodonellidae|g__Pseudochilodonopsis,PFU - Water,k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Phyllopharyngea|o__Cyrtophoria_4|f__Chilodonellidae|g__Pseudochilodonopsis,LEfSe,PFU,1.545342535,1.85E-05,0.000150101,***
k__Bacteria|p__Myxococcota|p__Bacteria_Myxococcota|c__Myxococcia|o__Myxococcales|f__Myxococcaceae|g__Aggregicoccus,PFU - Water,k__Bacteria|p__Myxococcota|p__Bacteria_Myxococcota|c__Myxococcia|o__Myxococcales|f__Myxococcaceae|g__Aggregicoccus,LEfSe,Water,1.544365898,0.000521341,0.002610854,**
k__Bacteria|p__Planctomycetota|p__Bacteria_Planctomycetota|c__Phycisphaerae|o__MSBL9|f__SG8-4,PFU - Water,k__Bacteria|p__Planctomycetota|p__Bacteria_Planctomycetota|c__Phycisphaerae|o__MSBL9|f__SG8-4,LEfSe,PFU,1.535434888,0.0008069,0.003647189,**
k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Phyllopharyngea|o__Cyrtophoria_4|f__Chilodonellidae|g__Chilodonellidae_X,PFU - Water,k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Phyllopharyngea|o__Cyrtophoria_4|f__Chilodonellidae|g__Chilodonellidae_X,LEfSe,PFU,1.52675311,7.86E-06,7.42E-05,***
k__Bacteria|p__Elusimicrobiota|p__Bacteria_Elusimicrobiota|c__Lineage IIb,PFU - Water,k__Bacteria|p__Elusimicrobiota|p__Bacteria_Elusimicrobiota|c__Lineage IIb,LEfSe,PFU,1.520598896,7.80E-05,0.00052549,***
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Kryptonia|o__Kryptoniales|f__MSB-3C8,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Kryptonia|o__Kryptoniales|f__MSB-3C8,LEfSe,PFU,1.518447941,0.000154577,0.000929362,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Betaphycus gelatinus,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Betaphycus gelatinus,LEfSe,PFU,1.516986178,6.33E-05,0.000436534,***
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Euglenophyceae|f__Phacaceae,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Euglenophyceae|f__Phacaceae,LEfSe,PFU,1.515279839,0.001328696,0.005598055,**
k__Bacteria|p__Patescibacteria|p__Bacteria_Patescibacteria|c__Microgenomatia|o__Candidatus Beckwithbacteria,PFU - Water,k__Bacteria|p__Patescibacteria|p__Bacteria_Patescibacteria|c__Microgenomatia|o__Candidatus Beckwithbacteria,LEfSe,PFU,1.514967384,0.000927104,0.00414451,**
k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__OLB14,PFU - Water,k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__OLB14,LEfSe,PFU,1.51284377,0.000351587,0.00187357,**
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Discosea-Flabellinia|o__Dactylopodida|f__Paramoebidae|g__Pseudoparamoeba,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Discosea-Flabellinia|o__Dactylopodida|f__Paramoebidae|g__Pseudoparamoeba,LEfSe,PFU,1.512175772,0.000221367,0.001265323,**
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Discosea-Flabellinia|o__Dactylopodida|f__Paramoebidae|g__Pseudoparamoeba|s__Pseudoparamoeba_pagei,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Discosea-Flabellinia|o__Dactylopodida|f__Paramoebidae|g__Pseudoparamoeba|s__Pseudoparamoeba_pagei,LEfSe,PFU,1.512175772,0.000221367,0.001265323,**
k__Archaea|p__Thermoplasmatota|p__Archaea_Thermoplasmatota|c__Thermoplasmata|o__Marine Benthic Group D and DHVEG-1,PFU - Water,k__Archaea|p__Thermoplasmatota|p__Archaea_Thermoplasmatota|c__Thermoplasmata|o__Marine Benthic Group D and DHVEG-1,LEfSe,PFU,1.508564709,0.000631422,0.002984766,**
k__Eukaryota|p__Chlorophyta|p__Eukaryota_Chlorophyta|c__Chlorophyceae|o__Chlorophyceae_X|f__Chlorophyceae_XX|g__Dictyochloris,PFU - Water,k__Eukaryota|p__Chlorophyta|p__Eukaryota_Chlorophyta|c__Chlorophyceae|o__Chlorophyceae_X|f__Chlorophyceae_XX|g__Dictyochloris,LEfSe,PFU,1.508180234,4.57E-06,4.62E-05,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Caedibacterales,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Caedibacterales,LEfSe,PFU,1.507495788,1.40E-05,0.000116398,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Caedibacterales|f__Caedibacteraceae,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Caedibacterales|f__Caedibacteraceae,LEfSe,PFU,1.507495788,1.40E-05,0.000116398,***
k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfuromonadia|o__Geobacterales|f__Geobacteraceae|g__Geotalea,PFU - Water,k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfuromonadia|o__Geobacterales|f__Geobacteraceae|g__Geotalea,LEfSe,PFU,1.501886982,0.002597752,0.009911941,**
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Ectothiorhodospirales|f__Acidihalobacteraceae,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Ectothiorhodospirales|f__Acidihalobacteraceae,LEfSe,PFU,1.497675465,0.001221528,0.005273478,**
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Ectothiorhodospirales|f__Acidihalobacteraceae|g__Acidihalobacter,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Ectothiorhodospirales|f__Acidihalobacteraceae|g__Acidihalobacter,LEfSe,PFU,1.497675465,0.001221528,0.005273478,**
k__Bacteria|p__Cyanobacteria|p__Bacteria_Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Euglena agilis,PFU - Water,k__Bacteria|p__Cyanobacteria|p__Bacteria_Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Euglena agilis,LEfSe,PFU,1.496688718,0.000260707,0.001458039,**
k__Bacteria|p__Cyanobacteria|p__Bacteria_Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Euglena agilis|g__Euglena agilis_X sp.,PFU - Water,k__Bacteria|p__Cyanobacteria|p__Bacteria_Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Euglena agilis|g__Euglena agilis_X sp.,LEfSe,PFU,1.496688718,0.000260707,0.001458039,**
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Andalucia godoyi,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Andalucia godoyi,LEfSe,Water,1.496588966,6.71E-07,9.11E-06,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Thalassobaculales|f__Thalassobaculaceae,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Thalassobaculales|f__Thalassobaculaceae,LEfSe,PFU,1.494644833,0.000389072,0.002058394,**
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Thalassobaculales|f__Thalassobaculaceae|g__Thalassobaculum,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Thalassobaculales|f__Thalassobaculaceae|g__Thalassobaculum,LEfSe,PFU,1.494644833,0.000389072,0.002058394,**
k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Filosa-Sarcomonadea|o__Glissomonadida|f__Allapsidae|g__Allapsidae_X,PFU - Water,k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Filosa-Sarcomonadea|o__Glissomonadida|f__Allapsidae|g__Allapsidae_X,LEfSe,PFU,1.493347769,0.000597695,0.002910543,**
k__Eukaryota|p__Apusozoa_X|p__Eukaryota_Apusozoa_X|c__Planomonadida|o__Planomonadidae|f__Planomonadidae_Group-2,PFU - Water,k__Eukaryota|p__Apusozoa_X|p__Eukaryota_Apusozoa_X|c__Planomonadida|o__Planomonadidae|f__Planomonadidae_Group-2,LEfSe,PFU,1.491273476,8.91E-06,8.22E-05,***
k__Eukaryota|p__Apusozoa_X|p__Eukaryota_Apusozoa_X|c__Planomonadida|o__Planomonadidae|f__Planomonadidae_Group-2|g__Nutomonas,PFU - Water,k__Eukaryota|p__Apusozoa_X|p__Eukaryota_Apusozoa_X|c__Planomonadida|o__Planomonadidae|f__Planomonadidae_Group-2|g__Nutomonas,LEfSe,PFU,1.491273476,8.91E-06,8.22E-05,***
k__Eukaryota|p__Streptophyta|p__Eukaryota_Streptophyta|c__Mesostigmatophyceae,PFU - Water,k__Eukaryota|p__Streptophyta|p__Eukaryota_Streptophyta|c__Mesostigmatophyceae,LEfSe,PFU,1.489700796,0.000300007,0.001637104,**
k__Eukaryota|p__Streptophyta|p__Eukaryota_Streptophyta|c__Mesostigmatophyceae|o__Mesostigmatophyceae_X,PFU - Water,k__Eukaryota|p__Streptophyta|p__Eukaryota_Streptophyta|c__Mesostigmatophyceae|o__Mesostigmatophyceae_X,LEfSe,PFU,1.489700796,0.000300007,0.001637104,**
k__Eukaryota|p__Streptophyta|p__Eukaryota_Streptophyta|c__Mesostigmatophyceae|o__Mesostigmatophyceae_X|f__Mesostigmatophyceae_XX,PFU - Water,k__Eukaryota|p__Streptophyta|p__Eukaryota_Streptophyta|c__Mesostigmatophyceae|o__Mesostigmatophyceae_X|f__Mesostigmatophyceae_XX,LEfSe,PFU,1.489700796,0.000300007,0.001637104,**
k__Eukaryota|p__Streptophyta|p__Eukaryota_Streptophyta|c__Mesostigmatophyceae|o__Mesostigmatophyceae_X|f__Mesostigmatophyceae_XX|g__Mesostigma,PFU - Water,k__Eukaryota|p__Streptophyta|p__Eukaryota_Streptophyta|c__Mesostigmatophyceae|o__Mesostigmatophyceae_X|f__Mesostigmatophyceae_XX|g__Mesostigma,LEfSe,PFU,1.489700796,0.000300007,0.001637104,**
k__Eukaryota|p__Streptophyta|p__Eukaryota_Streptophyta|c__Mesostigmatophyceae|o__Mesostigmatophyceae_X|f__Mesostigmatophyceae_XX|g__Mesostigma|s__Mesostigma_viride,PFU - Water,k__Eukaryota|p__Streptophyta|p__Eukaryota_Streptophyta|c__Mesostigmatophyceae|o__Mesostigmatophyceae_X|f__Mesostigmatophyceae_XX|g__Mesostigma|s__Mesostigma_viride,LEfSe,PFU,1.489700796,0.000300007,0.001637104,**
k__Bacteria|p__Cyanobacteria|p__Bacteria_Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Schizomeris leibleinii,PFU - Water,k__Bacteria|p__Cyanobacteria|p__Bacteria_Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Schizomeris leibleinii,LEfSe,PFU,1.488564948,0.000235258,0.001341247,**
k__Bacteria|p__Cyanobacteria|p__Bacteria_Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Schizomeris leibleinii|g__Schizomeris leibleinii_X sp.,PFU - Water,k__Bacteria|p__Cyanobacteria|p__Bacteria_Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Schizomeris leibleinii|g__Schizomeris leibleinii_X sp.,LEfSe,PFU,1.488564948,0.000235258,0.001341247,**
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Sargassum aquifolium,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Sargassum aquifolium,LEfSe,PFU,1.486170706,0.000578756,0.002833973,**
k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae|g__GWD2-49-16,PFU - Water,k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae|g__GWD2-49-16,LEfSe,PFU,1.484175938,0.000473749,0.002410867,**
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Blattabacteriaceae|g__Candidatus Uzinura,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Blattabacteriaceae|g__Candidatus Uzinura,LEfSe,Water,1.47906727,0.001079089,0.004784249,**
k__Eukaryota|p__Haptophyta|p__Eukaryota_Haptophyta|c__Prymnesiophyceae|o__Prymnesiales|f__Prymnesiophyceae_Clade_B5,PFU - Water,k__Eukaryota|p__Haptophyta|p__Eukaryota_Haptophyta|c__Prymnesiophyceae|o__Prymnesiales|f__Prymnesiophyceae_Clade_B5,LEfSe,PFU,1.476771068,0.000265038,0.001478507,**
k__Eukaryota|p__Haptophyta|p__Eukaryota_Haptophyta|c__Prymnesiophyceae|o__Prymnesiales|f__Prymnesiophyceae_Clade_B5|g__Prymnesiophyceae_Clade_B5_X,PFU - Water,k__Eukaryota|p__Haptophyta|p__Eukaryota_Haptophyta|c__Prymnesiophyceae|o__Prymnesiales|f__Prymnesiophyceae_Clade_B5|g__Prymnesiophyceae_Clade_B5_X,LEfSe,PFU,1.476771068,0.000265038,0.001478507,**
k__Eukaryota|p__Dinoflagellata|p__Eukaryota_Dinoflagellata|c__Syndiniales|o__Dino-Group-II|f__Dino-Group-II-Clade-20,PFU - Water,k__Eukaryota|p__Dinoflagellata|p__Eukaryota_Dinoflagellata|c__Syndiniales|o__Dino-Group-II|f__Dino-Group-II-Clade-20,LEfSe,Water,1.476148074,0.001517701,0.006262647,**
k__Eukaryota|p__Dinoflagellata|p__Eukaryota_Dinoflagellata|c__Syndiniales|o__Dino-Group-II|f__Dino-Group-II-Clade-20|g__Dino-Group-II-Clade-20_X,PFU - Water,k__Eukaryota|p__Dinoflagellata|p__Eukaryota_Dinoflagellata|c__Syndiniales|o__Dino-Group-II|f__Dino-Group-II-Clade-20|g__Dino-Group-II-Clade-20_X,LEfSe,Water,1.476148074,0.001517701,0.006262647,**
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Saprospiraceae|g__Lewinella,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Saprospiraceae|g__Lewinella,LEfSe,PFU,1.475472982,0.000313096,0.001684757,**
k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Lentisphaeria|o__SS1-B-02-17,PFU - Water,k__Bacteria|p__Verrucomicrobiota|p__Bacteria_Verrucomicrobiota|c__Lentisphaeria|o__SS1-B-02-17,LEfSe,PFU,1.474652525,1.70E-06,1.94E-05,***
k__Bacteria|p__TA06,PFU - Water,k__Bacteria|p__TA06,LEfSe,PFU,1.474566501,0.000703463,0.003270211,**
k__Bacteria|p__TA06|p__Bacteria_TA06,PFU - Water,k__Bacteria|p__TA06|p__Bacteria_TA06,LEfSe,PFU,1.474566501,0.000703463,0.003270211,**
k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Microsporidiomycota|o__Microsporidiomycotina|f__Microsporidiomycotina_X|g__Euplotespora,PFU - Water,k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Microsporidiomycota|o__Microsporidiomycotina|f__Microsporidiomycotina_X|g__Euplotespora,LEfSe,PFU,1.472080022,0.00063461,0.002984766,**
k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Microsporidiomycota|o__Microsporidiomycotina|f__Microsporidiomycotina_X|g__Euplotespora|s__Euplotespora_binucleata,PFU - Water,k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Microsporidiomycota|o__Microsporidiomycotina|f__Microsporidiomycotina_X|g__Euplotespora|s__Euplotespora_binucleata,LEfSe,PFU,1.472080022,0.00063461,0.002984766,**
k__Bacteria|p__Elusimicrobiota|p__Bacteria_Elusimicrobiota|c__Lineage IIa,PFU - Water,k__Bacteria|p__Elusimicrobiota|p__Bacteria_Elusimicrobiota|c__Lineage IIa,LEfSe,PFU,1.47134848,0.000182813,0.001069929,**
k__Archaea|p__Halobacterota|p__Archaea_Halobacterota|c__Methanomicrobia|o__Methanomicrobiales|f__Rice Cluster II,PFU - Water,k__Archaea|p__Halobacterota|p__Archaea_Halobacterota|c__Methanomicrobia|o__Methanomicrobiales|f__Rice Cluster II,LEfSe,PFU,1.468449085,0.000979281,0.004363694,**
k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfobulbia|o__Desulfobulbales|f__Desulfocapsaceae,PFU - Water,k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Desulfobulbia|o__Desulfobulbales|f__Desulfocapsaceae,LEfSe,PFU,1.467390373,0.000180514,0.001057881,**
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__CHAB-XI-27,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__CHAB-XI-27,LEfSe,PFU,1.467165994,0.000147985,0.00089216,***
k__Archaea|p__Thermoplasmatota|p__Archaea_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae,PFU - Water,k__Archaea|p__Thermoplasmatota|p__Archaea_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae,LEfSe,PFU,1.466948998,5.08E-05,0.000363212,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Hydropuntia rangiferina,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Hydropuntia rangiferina,LEfSe,Water,1.464528417,0.000535923,0.002668714,**
k__Eukaryota|p__Heterolobosea|p__Eukaryota_Heterolobosea|c__Heterolobosea|o__Tetramitia_I|f__Neovahlkampfiidae|g__Neovahlkampfiidae_X,PFU - Water,k__Eukaryota|p__Heterolobosea|p__Eukaryota_Heterolobosea|c__Heterolobosea|o__Tetramitia_I|f__Neovahlkampfiidae|g__Neovahlkampfiidae_X,LEfSe,PFU,1.46284956,0.000451753,0.002331234,**
k__Eukaryota|p__Amoebozoa_X|p__Eukaryota_Amoebozoa_X|c__Mycetozoa-Myxogastrea|o__Stemonitales-Physarales|f__Stemonitales-Physarales_X|g__Lamproderma,PFU - Water,k__Eukaryota|p__Amoebozoa_X|p__Eukaryota_Amoebozoa_X|c__Mycetozoa-Myxogastrea|o__Stemonitales-Physarales|f__Stemonitales-Physarales_X|g__Lamproderma,LEfSe,PFU,1.457241624,0.000660972,0.003095539,**
k__Eukaryota|p__Amoebozoa_X|p__Eukaryota_Amoebozoa_X|c__Mycetozoa-Myxogastrea|o__Stemonitales-Physarales|f__Stemonitales-Physarales_X|g__Lamproderma|s__Lamproderma_columbinum,PFU - Water,k__Eukaryota|p__Amoebozoa_X|p__Eukaryota_Amoebozoa_X|c__Mycetozoa-Myxogastrea|o__Stemonitales-Physarales|f__Stemonitales-Physarales_X|g__Lamproderma|s__Lamproderma_columbinum,LEfSe,PFU,1.457241624,0.000660972,0.003095539,**
k__Archaea|p__Euryarchaeota|p__Archaea_Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium,PFU - Water,k__Archaea|p__Euryarchaeota|p__Archaea_Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium,LEfSe,PFU,1.451312629,0.001802186,0.007259812,**
k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Phyllopharyngea|o__Cyrtophoria_4|f__Chilodonellidae|g__Pseudochilodonopsis|s__Pseudochilodonopsis_fluviatilis,PFU - Water,k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Phyllopharyngea|o__Cyrtophoria_4|f__Chilodonellidae|g__Pseudochilodonopsis|s__Pseudochilodonopsis_fluviatilis,LEfSe,PFU,1.451014028,4.38E-05,0.000319382,***
k__Bacteria|p__Patescibacteria|p__Bacteria_Patescibacteria|c__Parcubacteria|o__GWA2-38-13b,PFU - Water,k__Bacteria|p__Patescibacteria|p__Bacteria_Patescibacteria|c__Parcubacteria|o__GWA2-38-13b,LEfSe,Water,1.449596382,0.00083393,0.003761649,**
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Petalomonadida|f__Scytomonadidae,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Petalomonadida|f__Scytomonadidae,LEfSe,PFU,1.447495331,3.96E-05,0.00029415,***
k__Eukaryota|p__Chlorophyta|p__Eukaryota_Chlorophyta|c__Chlorophyceae|o__Chlorophyceae_X|f__Chlorophyceae_XX|g__Dictyochloris|s__Dictyochloris_pulchra,PFU - Water,k__Eukaryota|p__Chlorophyta|p__Eukaryota_Chlorophyta|c__Chlorophyceae|o__Chlorophyceae_X|f__Chlorophyceae_XX|g__Dictyochloris|s__Dictyochloris_pulchra,LEfSe,PFU,1.446551485,0.000127608,0.000789845,***
k__Bacteria|p__Planctomycetota|p__Bacteria_Planctomycetota|c__OM190|o__planctomycete A-2,PFU - Water,k__Bacteria|p__Planctomycetota|p__Bacteria_Planctomycetota|c__OM190|o__planctomycete A-2,LEfSe,PFU,1.440217026,3.70E-06,3.82E-05,***
k__Bacteria|p__Planctomycetota|p__Bacteria_Planctomycetota|c__OM190|o__planctomycete A-2|f__planctomycete A-2_X,PFU - Water,k__Bacteria|p__Planctomycetota|p__Bacteria_Planctomycetota|c__OM190|o__planctomycete A-2|f__planctomycete A-2_X,LEfSe,PFU,1.440217026,3.70E-06,3.82E-05,***
k__Bacteria|p__Planctomycetota|p__Bacteria_Planctomycetota|c__OM190|o__planctomycete A-2|f__planctomycete A-2_X|g__planctomycete A-2_XX sp.,PFU - Water,k__Bacteria|p__Planctomycetota|p__Bacteria_Planctomycetota|c__OM190|o__planctomycete A-2|f__planctomycete A-2_X|g__planctomycete A-2_XX sp.,LEfSe,PFU,1.440217026,3.70E-06,3.82E-05,***
k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__c5LKS83,PFU - Water,k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__c5LKS83,LEfSe,PFU,1.439057682,0.001931626,0.007697643,**
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Petalomonadida|f__Scytomonadidae|g__Petalomonas|s__Petalomonas_sphagnophila,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Petalomonadida|f__Scytomonadidae|g__Petalomonas|s__Petalomonas_sphagnophila,LEfSe,PFU,1.43533504,0.000363561,0.001935038,**
k__Archaea|p__Iainarchaeota,PFU - Water,k__Archaea|p__Iainarchaeota,LEfSe,PFU,1.434000246,0.000458482,0.002338578,**
k__Archaea|p__Iainarchaeota|p__Archaea_Iainarchaeota,PFU - Water,k__Archaea|p__Iainarchaeota|p__Archaea_Iainarchaeota,LEfSe,PFU,1.434000246,0.000458482,0.002338578,**
k__Archaea|p__Iainarchaeota|p__Archaea_Iainarchaeota|c__Iainarchaeia,PFU - Water,k__Archaea|p__Iainarchaeota|p__Archaea_Iainarchaeota|c__Iainarchaeia,LEfSe,PFU,1.434000246,0.000458482,0.002338578,**
